# CONDITIONED_INTERNAL = gene size, gene density, sample size, inverse mac, log(gene size), log(gene density), log(sample size), log(inverse mac)
GENE       CHR      START       STOP  NSNPS  NPARAM      N        ZSTAT  ZFITTED_BASE  ZRESID_BASE
9600        11   67249231   67307843     44       6  31734       -1.787    2.2204e-16       -1.787
10263       11   67263961   67311199     39       5  31720      -1.5676    2.2204e-16      -1.5676
51475       11   67276418   67326085     62       6  31798       -1.383    2.2204e-16       -1.383
2950        11   67316066   67364125    101       6  31844      -1.2523    2.2204e-16      -1.2523
4723        11   67339323   67390012    112       7  31259     -0.75331    2.2204e-16     -0.75331
254552      11   67385409   67432408    108      15  30963      0.42445    2.7756e-16      0.42445
347853      11   67388774   67442031    105      16  30938      0.36241    2.7756e-16      0.36241
91703       11   67400026   67453130     85      14  31432      0.46627    2.7756e-16      0.46627
222         11   67419633   67483685    107      17  31350     -0.84235    2.2204e-16     -0.84235
221         11   67741048   67806743    116      13  31478      -1.2808    2.2204e-16      -1.2808
81622       11   67748575   67806593    104      11  31594      -1.1633    2.2204e-16      -1.1633
4728        11   67763084   67814114     97      11  31543      -1.0749    2.2204e-16      -1.0749
10312       11   67771462   67828366     91      10  31520     -0.95843    2.2204e-16     -0.95843
1119        11   67810326   67923858     76       4  31294      0.11818    2.6368e-16      0.11818
51111       11   67912330   68016250     72       3  31779       1.1305    2.2204e-16       1.1305
53838       11   68018803   68074469     54       7  31716     -0.87215    2.2204e-16     -0.87215
4041        11   68045077   68226743    211      27  30967     -0.62088    2.2204e-16     -0.62088
55291       11   68193186   68392802    254       7  30060     0.030217    2.7062e-16     0.030217
51083       11   68416983   68468643     70       5  31837      -1.4803    2.2204e-16      -1.4803
9633        11   68464908   68553988     94       7  31293     -0.20649    2.7756e-16     -0.20649
1374        11   68512088   68646878    193      23  31706     -0.61715    2.2204e-16     -0.61715
3508        11   68636319   68718070    119      10  31556     -0.82574    2.2204e-16     -0.82574
219927      11   68648744   68706303     80       8  31620      -0.8851    2.2204e-16      -0.8851
116512      11   68737490   68783455     65       7  31751     -0.84928    2.2204e-16     -0.84928
116535      11   68761862   68815850     38       9  31687     -0.34742    2.7756e-16     -0.34742
219931      11   68781350   68868072    178      14  31757       2.3169    4.4409e-16       2.3169
26579       11   69026613   69074754     96      12  31574      -1.6414    2.2204e-16      -1.6414
595         11   69420873   69479242      6       2  31844      0.28972    2.7756e-16      0.28972
220064      11   69470331   69525165      4       2  30872     -0.13261    2.7756e-16     -0.13261
9965        11   69503006   69554106     39       8  31748      0.68797    2.2204e-16      0.68797
2249        11   69577797   69625171    107      14  31436     -0.83616    2.2204e-16     -0.83616
2248        11   69614736   69669192    147      12  31175     -0.14463    2.7756e-16     -0.14463
55107       11   69889408   70045651    335      40  31678    -0.016916    2.7062e-16    -0.016916
8772        11   70014269   70063508     94      11  31844    -0.030437    2.7062e-16    -0.030437
8500        11   70081806   70240607    178       8  31748      -2.2937    4.4409e-16      -2.2937
2017        11   70209612   70292690     84       7  31772    -0.025049    2.7062e-16    -0.025049
22941       11   70303961   70970808    940      96  31484       1.4486    2.2204e-16       1.4486
55191       11   71129217   71222586    243      16  31830      -1.8367    2.2204e-16      -1.8367
1717        11   71135457   71194477    160      11  31830      -1.7976    2.2204e-16      -1.7976
440050      11   71203313   71249210     66       8  31801      -1.5413    2.2204e-16      -1.5413
57830       11   71214071   71260253     50       7  31734      -1.5179    2.2204e-16      -1.5179
3846        11   71224466   71270653     42       7  31546      -1.4486    2.2204e-16      -1.4486
387273      11   71241609   71287666     29       3  31201      -1.6657    2.2204e-16      -1.6657
440051      11   71282901   71328921     13       2  30979      -1.0511    2.2204e-16      -1.0511
55199       11   71463557   71522280     49       1  31432     -0.43436    2.7756e-16     -0.43436
245911      11   71509246   71558608     13       1  31844     -0.11058    2.6368e-16     -0.11058
100131539   11   71515091   71567593     37       2  31844     -0.13229    2.7756e-16     -0.13229
100129216   11   71554499   71605607    190       5  31798      0.20073    2.7756e-16      0.20073
55298       11   71604768   71718643    163       3  31616      0.52185    2.2204e-16      0.52185
10068       11   71674955   71723965     45       3  30946      0.43288    2.7756e-16      0.43288
4926        11   71703910   71826732     50       4  31617      0.35403    2.7756e-16      0.35403
220074      11   71756377   71831828     43       3  31761      0.39576    2.7756e-16      0.39576
55004       11   71795371   71849433     71       4  31749      0.40617    2.7756e-16      0.40617
25906       11   71810633   71858822     84       7  31762      0.27983    2.7756e-16      0.27983
2352        11   71811771   71860934     96       9  31772      0.16382    2.7756e-16      0.16382
2348        11   71865602   71917367    118      10  31691      0.57996    2.2204e-16      0.57996
2350        11   71892819   71942994     92      12  31829      0.86901    2.2204e-16      0.86901
3636        11   71899916   71960191    103      14  31787       1.1055    2.2204e-16       1.1055
401         11   71940121   71990220     58       6  31744        1.537    2.2204e-16        1.537
81570       11   71993469   72180724    232      15  31460      0.93015    2.2204e-16      0.93015
5138        11   72277184   72420497    247      20  31069      0.80365    2.2204e-16      0.80365
116985      11   72386114   72498465    199      15  31175      0.38663    2.7756e-16      0.38663
10809       11   72455774   72539750    135      12  31320       1.1886    2.2204e-16       1.1886
89849       11   72490451   72563793     80       7  31003       1.7366    2.2204e-16       1.7366
9873        11   72537788   72888727     80      15  30233      0.89935    2.2204e-16      0.89935
5029        11   72893735   72963472     52      12  31709       0.8803    2.2204e-16       0.8803
5031        11   72940550   73019670     73       6  30645      0.63334    2.2204e-16      0.63334
9828        11   72984663   73090425    107       4  31147       1.0653    2.2204e-16       1.0653
84957       11   73052405   73118519     65       5  30866       1.5501    2.2204e-16       1.5501
23201       11   73101837   73344234    256       9  30883       1.9461    2.2204e-16       1.9461
58473       11   73322223   73383864     91      12  31015       1.7868    2.2204e-16       1.7868
5870        11   73376683   73507201    128       9  31433      0.72058    2.2204e-16      0.72058
51642       11   73463917   73585656    160      11  31665       1.3952    2.2204e-16       1.3952
80227       11   73552744   73648781     95       9  30486       1.7143    2.2204e-16       1.7143
51287       11   73573712   73622890     50       6  31642       1.6715    2.2204e-16       1.6715
374407      11   73626364   73691713     96      12  27450      0.50995    2.2204e-16      0.50995
7351        11   73675716   73728889     76       6  31386      0.14102    2.7756e-16      0.14102
7352        11   73701326   73755282     47       6  29419       0.7008    2.2204e-16       0.7008
26005       11   73713759   73917064    165       6  30538        1.194    2.2204e-16        1.194
51400       11   73846936   73975748     70       3  31130       1.2444    2.2204e-16       1.2444
283208      11   73948532   74057699     98       7  31487      0.63059    2.2204e-16      0.63059
283209      11   74031361   74144502    186      11  31665       1.0423    2.2204e-16       1.0423
10008       11   74155886   74213600     71       8  31844       1.0601    2.2204e-16       1.0601
387787      11   74192923   74239755     39       3  31844      0.83584    2.2204e-16      0.83584
10714       11   74268575   74390386    225      13  31770      0.45916    2.7756e-16      0.45916
25884       11   74397474   74477227     94      11  31778     -0.35251    2.7756e-16     -0.35251
254225      11   74424913   74563458    155       8  31692     -0.67156    2.2204e-16     -0.67156
143570      11   74540655   74695232    142       9  31554     -0.50665    2.2204e-16     -0.50665
9789        11   74625292   74700076     78       6  31574     -0.40063    2.7756e-16     -0.40063
10825       11   74664950   74728743     66       8  31552     -0.41054    2.7756e-16     -0.41054
341152      11   74789796   74835758     80       7  31829      0.82881    2.2204e-16      0.82881
11309       11   74827032   74927445    208      22  31721      0.72977    2.2204e-16      0.72977
100507050   11   74916950   74964749     38       3  31733      -1.0149    2.2204e-16      -1.0149
408         11   74961166   75097875    140      25  31706      -1.4849    2.2204e-16      -1.4849
6188        11   75075535   75143346     47       7  30830     -0.13049    2.7756e-16     -0.13049
283212      11   75123438   75176674     59       7  30435     -0.60821    2.2204e-16     -0.60821
81544       11   75135683   75271991    190      18  31078      -1.3126    2.2204e-16      -1.3126
